Predicted Values,True Values,dayofmonth,dayofweek,month
206.97938111024925,210,1,6,1
131.37471788163313,124,2,0,1
153.45425679228285,176,3,1,1
160.84383175308832,141,4,2,1
164.78338736548105,191,5,3,1
176.87132794289866,181,6,4,1
186.34795417330244,175,7,5,1
190.77774241074005,201,8,6,1
131.33894776712188,138,9,0,1
158.14562572232464,163,10,1,1
156.30756026200035,150,11,2,1
163.7778353902606,155,12,3,1
174.0507849144844,177,13,4,1
189.75335452585497,180,14,5,1
197.73027175917306,192,15,6,1
132.12819486177543,125,16,0,1
154.83306599008867,152,17,1,1
155.96468543606827,144,18,2,1
164.6484526616616,165,19,3,1
174.69095640975067,181,20,4,1
185.73097535568306,204,21,5,1
200.5024871963171,206,22,6,1
131.86117116427997,142,23,0,1
155.34283420882204,162,24,1,1
155.2818893303258,161,25,2,1
161.89032612434605,158,26,3,1
172.4913194884641,176,27,4,1
187.19964598092267,182,28,5,1
196.33990652366558,200,29,6,1
132.27074610135534,142,30,0,1
158.30376424240896,186,31,1,1
156.0419240796102,152,1,2,2
179.41019088282266,180,2,3,2
193.49371769997308,179,3,4,2
198.06913341368565,197,4,5,2
222.69146294864842,212,5,6,2
147.25448431885818,141,6,0,2
169.3500525483025,168,7,1,2
188.33563460196385,188,8,2,2
181.83881890187988,190,9,3,2
194.79695607229152,193,10,4,2
208.2734736490158,219,11,5,2
218.28781552865186,203,12,6,2
147.70312685585597,144,13,0,2
169.8989171094356,171,14,1,2
168.62157234615663,147,15,2,2
186.87192573185095,157,16,3,2
195.74769183035025,210,17,4,2
211.75289437520334,212,18,5,2
221.74611634547838,263,19,6,2
148.7562200703753,145,20,0,2
170.0801284031106,149,21,1,2
173.56591686579415,188,22,2,2
177.93946383400836,168,23,3,2
196.10678286264667,180,24,4,2
204.83450827068665,198,25,5,2
218.2752274113802,221,26,6,2
153.105517031355,138,27,0,2
176.65787315062263,173,28,1,2
172.60939099240133,218,1,2,3
218.33997323243895,220,2,3,3
227.3884314975796,238,3,4,3
239.52005031398514,255,4,5,3
252.46997110146114,273,5,6,3
188.21078304546901,175,6,0,3
198.92174253120103,223,7,1,3
231.7310581325648,229,8,2,3
222.88107862203398,225,9,3,3
229.12791403449157,257,10,4,3
245.31440672065148,239,11,5,3
266.6086298168732,266,12,6,3
176.90985092493722,171,13,0,3
202.0906951564459,201,14,1,3
212.6572982116697,199,15,2,3
212.39441087442466,213,16,3,3
234.9628177105544,256,17,4,3
249.8322670447735,234,18,5,3
266.2619824444039,274,19,6,3
177.82215320757606,163,20,0,3
203.2535816949887,206,21,1,3
205.01858407231995,213,22,2,3
218.45004188614914,223,23,3,3
229.7225127394406,203,24,4,3
248.30679012901166,238,25,5,3
264.89774969379437,272,26,6,3
179.521966864085,154,27,0,3
211.18987603551724,190,28,1,3
206.20842710482904,199,29,2,3
215.8302990847362,219,30,3,3
236.72564064870605,247,31,4,3
249.909899073383,276,1,5,4
