Predicted Values,True Values,dayofmonth,dayofweek,month
348.16704454967885,362,1,6,1
223.19293825650723,235,2,0,1
261.57270129347353,229,3,1,1
265.4903273298046,258,4,2,1
277.7899767742133,260,5,3,1
292.90968497978656,272,6,4,1
318.33955830471723,315,7,5,1
317.77552034096925,335,8,6,1
224.50910095354678,233,9,0,1
261.69436316328256,271,10,1,1
257.273224847821,248,11,2,1
270.065724158158,290,12,3,1
284.02724974645434,305,13,4,1
315.0652221771529,316,14,5,1
328.7059842175445,310,15,6,1
225.65186262173714,204,16,0,1
263.9423335822871,258,17,1,1
260.40623983131854,272,18,2,1
278.53141873186587,265,19,3,1
295.3339975499189,303,20,4,1
312.8318909261948,298,21,5,1
326.7847644318467,352,22,6,1
219.45864651581408,244,23,0,1
254.08846631596,228,24,1,1
261.6816455735466,267,25,2,1
269.53080693489073,292,26,3,1
293.9552983282706,310,27,4,1
318.8622867115414,309,28,5,1
327.80945824781566,329,29,6,1
218.66401701929183,241,30,0,1
256.2339328243038,241,31,1,1
258.75236265963076,325,1,2,2
296.62025242807476,294,2,3,2
322.2201712471074,302,3,4,2
342.76906337911396,348,4,5,2
362.5745800886875,374,5,6,2
246.29032648677142,216,6,0,2
279.00302918391435,285,7,1,2
308.1132387895709,281,8,2,2
294.90436004704,326,9,3,2
321.91022430217026,336,10,4,2
344.5449108671969,348,11,5,2
359.8968689483231,374,12,6,2
246.77964474024387,282,13,0,2
281.29268029468267,258,14,1,2
287.3276765825799,299,15,2,2
310.99118063641845,323,16,3,2
328.60382678216456,353,17,4,2
356.69450442070274,366,18,5,2
362.090066717436,355,19,6,2
245.30669808151336,247,20,0,2
278.9341539055681,286,21,1,2
284.47749287771194,288,22,2,2
299.23576611789076,288,23,3,2
331.00573641477285,318,24,4,2
347.68482662407814,333,25,5,2
366.25291522449015,353,26,6,2
244.9377714697844,271,27,0,2
284.0236545013836,284,28,1,2
282.6325490097156,362,1,2,3
352.17700321735947,357,2,3,3
379.13711694670974,390,3,4,3
407.6160608422583,411,4,5,3
423.905962989164,476,5,6,3
306.22461506860463,293,6,0,3
333.1669355588606,365,7,1,3
390.25019461890815,340,8,2,3
367.735798905102,353,9,3,3
377.7824263949519,393,10,4,3
402.2179567827484,406,11,5,3
431.05997161237656,396,12,6,3
292.68211990172176,278,13,0,3
338.8980980389392,349,14,1,3
353.3191120945489,339,15,2,3
357.9179262439361,353,16,3,3
393.5924494224241,382,17,4,3
415.08287476046144,445,18,5,3
436.3154941103062,492,19,6,3
293.4077033004364,296,20,0,3
343.1183775378963,364,21,1,3
344.9174477723068,303,22,2,3
370.6276271738684,390,23,3,3
393.2640320532596,387,24,4,3
422.6605981872058,422,25,5,3
445.25733660018204,472,26,6,3
299.4211902473694,294,27,0,3
348.14088124266027,353,28,1,3
342.66139180535583,331,29,2,3
352.90709266575186,361,30,3,3
382.3616753997853,386,31,4,3
415.1883760257265,483,1,5,4
492.7180287488377,524,2,6,4
361.4439861871874,378,3,0,4
393.5664153829789,372,4,1,4
392.04223776092886,406,5,2,4
406.15744811711966,436,6,3,4
434.14550625762104,470,7,4,4
536.4676142320609,459,8,5,4
510.7558550429171,540,9,6,4
338.98160257419704,312,10,0,4
388.30171073643623,379,11,1,4
394.2661599036878,398,12,2,4
423.48888570672034,408,13,3,4
449.26119590966164,437,14,4,4
487.43333488559483,502,15,5,4
504.51433231538294,501,16,6,4
343.86039501844107,387,17,0,4
401.3612399608469,395,18,1,4
399.70553670307754,406,19,2,4
427.8033355795419,429,20,3,4
457.59914359493314,452,21,4,4
495.9847775236344,502,22,5,4
510.3534317430681,514,23,6,4
360.1436883122301,325,24,0,4
401.30249677082656,426,25,1,4
406.09181266321,424,26,2,4
425.8626663502878,424,27,3,4
452.9891278245127,428,28,4,4
488.28155134661256,511,29,5,4
506.3548088860339,482,30,6,4
339.20673999605833,366,1,0,5
423.7831393726742,424,2,1,5
432.69947887813805,438,3,2,5
457.9145168517357,472,4,3,5
490.63967050654946,548,5,4,5
514.2184560191458,561,6,5,5
540.5992624074793,576,7,6,5
397.3370058540827,370,8,0,5
427.6652622487968,388,9,1,5
424.5730163142657,440,10,2,5
454.0375194144076,436,11,3,5
496.583488885743,490,12,4,5
525.0357114434814,536,13,5,5
545.7281610932773,522,14,6,5
370.3313264608955,395,15,0,5
423.44300618996976,443,16,1,5
422.80194260409235,457,17,2,5
447.5255941399014,415,18,3,5
481.31263589156924,527,19,4,5
527.1710155107653,548,20,5,5
550.620900655595,607,21,6,5
380.62938652789353,386,22,0,5
438.10530002830683,411,23,1,5
427.68534759661316,410,24,2,5
456.92064345112203,437,25,3,5
493.0795383923328,527,26,4,5
523.5673189987069,541,27,5,5
549.2149061006135,553,28,6,5
365.16854697695135,369,29,0,5
424.49172535954176,423,30,1,5
419.60881208857654,429,31,2,5
453.64165045177697,488,1,3,6
508.56259756205736,494,2,4,6
544.5041681010848,554,3,5,6
582.5700395223325,573,4,6,6
406.0660191350257,409,5,0,6
447.4422173038697,479,6,1,6
464.1444198176837,485,7,2,6
507.580607962293,488,8,3,6
521.0797287099635,553,9,4,6
553.3765747495568,523,10,5,6
573.9816454709148,531,11,6,6
390.2301328931576,400,12,0,6
457.83856046429037,428,13,1,6
465.96850745236634,448,14,2,6
500.07530766023456,535,15,3,6
521.472788988111,510,16,4,6
556.9486590311503,534,17,5,6
583.9140897378898,573,18,6,6
384.7245698314732,380,19,0,6
458.149006348533,447,20,1,6
466.43002559287606,480,21,2,6
495.1411575548923,523,22,3,6
527.7036859788573,550,23,4,6
572.0169971719956,552,24,5,6
580.1456824564016,569,25,6,6
392.8123631556159,364,26,0,6
454.45795831499754,477,27,1,6
462.2151892785555,473,28,2,6
487.67498619897424,468,29,3,6
536.9799307067519,501,30,4,6
560.7291160006648,565,1,5,7
617.5072543215579,626,2,6,7
429.7316417493498,437,3,0,7
475.64301898373424,518,4,1,7
482.25694931155203,505,5,2,7
512.8862536348975,529,6,3,7
545.1339357890761,550,7,4,7
625.4497082144594,596,8,5,7
608.5746052604741,662,9,6,7
409.30127842208503,379,10,0,7
486.0238221385157,509,11,1,7
492.04863868137954,512,12,2,7
521.5524008390134,530,13,3,7
552.5980535377389,572,14,4,7
584.8542404868281,625,15,5,7
617.7123415455794,618,16,6,7
413.9948062174594,407,17,0,7
487.08158451734243,499,18,1,7
479.73223950756847,511,19,2,7
513.279585773555,503,20,3,7
562.1449234024262,575,21,4,7
587.3472221144116,553,22,5,7
620.9653968759453,660,23,6,7
416.86805303251504,467,24,0,7
476.5781852160221,493,25,1,7
492.2663045716113,485,26,2,7
514.2248300523138,520,27,3,7
551.9660424370891,528,28,4,7
583.9530965615636,570,29,5,7
615.6925110765374,646,30,6,7
420.5609445166415,401,31,0,7
492.63879847569524,418,1,1,8
449.7179170627719,399,2,2,8
467.43349622791766,425,3,3,8
491.2785803605443,495,4,4,8
535.3635551523989,520,5,5,8
565.7554817446148,542,6,6,8
360.8105257269567,366,7,0,8
398.69833114786206,428,8,1,8
442.8168681268221,420,9,2,8
470.83466631030797,475,10,3,8
507.4194933478361,506,11,4,8
536.0893187229162,515,12,5,8
562.1119555499977,558,13,6,8
391.12448054781316,368,14,0,8
429.84788435368,468,15,1,8
430.4269296140051,422,16,2,8
462.2339195240861,470,17,3,8
491.9646754678911,488,18,4,8
526.338026538921,586,19,5,8
548.8164766118502,583,20,6,8
373.15854387773334,412,21,0,8
427.76296260995923,425,22,1,8
431.20246304242073,461,23,2,8
454.2462127660042,473,24,3,8
481.5312572721964,492,25,4,8
519.4985688742822,514,26,5,8
549.7304032095349,576,27,6,8
362.87878403669356,396,28,0,8
427.9194068335569,471,29,1,8
425.5102375917709,387,30,2,8
447.37423445513605,469,31,3,8
478.9696933631426,445,1,4,9
488.3935476191914,482,2,5,9
511.52357433220504,496,3,6,9
329.19315989358483,367,4,0,9
404.4629398774928,398,5,1,9
400.46800597055017,413,6,2,9
434.6151885096556,398,7,3,9
