Predicted Values,True Values,dayofmonth,dayofweek,month
734.4657979253278,696,1,6,1
459.460653993261,433,2,0,1
542.6355312103004,584,3,1,1
551.311044118327,538,4,2,1
596.6711082532601,563,5,3,1
620.7877225959272,656,6,4,1
664.4310863259778,683,7,5,1
668.5931952995778,681,8,6,1
464.3193460115762,475,9,0,1
555.7891818377719,537,10,1,1
545.4252088358224,503,11,2,1
590.4696763399587,563,12,3,1
615.1550778615818,618,13,4,1
679.0602075839014,643,14,5,1
698.0122546907113,715,15,6,1
461.44612929779754,416,16,0,1
555.1171097466321,548,17,1,1
538.6901770745934,553,18,2,1
586.1332854833053,552,19,3,1
623.0628034881846,639,20,4,1
659.1016123136104,660,21,5,1
704.8308047307254,710,22,6,1
466.1796061684908,499,23,0,1
546.1946512097091,528,24,1,1
547.528344798793,549,25,2,1
573.4158646324248,615,26,3,1
619.5449484390737,604,27,4,1
671.2029361547501,655,28,5,1
695.7993185268314,680,29,6,1
465.0312069365354,450,30,0,1
556.5416733482451,537,31,1,1
542.6351652312622,622,1,2,2
631.2274884311081,652,2,3,2
691.7111393995182,689,3,4,2
719.0695828282804,739,4,5,2
781.5371847180248,770,5,6,2
536.7735697468341,511,6,0,2
599.756680401002,555,7,1,2
662.3413227116288,602,8,2,2
643.8508315030084,628,9,3,2
685.8463728595124,703,10,4,2
736.4527647392423,730,11,5,2
774.8362745679514,734,12,6,2
530.2092371163488,493,13,0,2
602.0147643703566,590,14,1,2
599.4436670587928,579,15,2,2
653.4992195935519,625,16,3,2
694.2569568911166,704,17,4,2
742.7864417265699,684,18,5,2
769.7473477338971,766,19,6,2
511.8825388978766,553,20,0,2
603.9142233766214,632,21,1,2
602.3315307115735,613,22,2,2
635.8456517168851,622,23,3,2
699.2446993859083,716,24,4,2
732.6567742256046,752,25,5,2
783.1199024552078,792,26,6,2
520.2995304278628,547,27,0,2
614.7783325556264,565,28,1,2
595.3596079283924,758,1,2,3
748.8804357088701,837,2,3,3
815.0703094014497,893,3,4,3
859.4521082266764,853,4,5,3
914.6162949530006,860,5,6,3
662.1589915826515,623,6,0,3
716.9199296040059,689,7,1,3
831.9917016811268,740,8,2,3
797.5621387706668,793,9,3,3
811.9380022342847,896,10,4,3
861.6063753123925,852,11,5,3
931.4538488713623,935,12,6,3
620.0805572997377,593,13,0,3
727.8650013133482,753,14,1,3
745.2454103678064,702,15,2,3
756.9185858051823,767,16,3,3
830.8817053734855,843,17,4,3
875.2299676509173,858,18,5,3
933.5377279910789,891,19,6,3
617.1384702622489,607,20,0,3
729.7878097453685,754,21,1,3
712.0685786520661,741,22,2,3
781.7372894966574,746,23,3,3
818.2254708781437,824,24,4,3
879.4201785251097,889,25,5,3
930.4880276182265,912,26,6,3
622.4629635726632,605,27,0,3
739.5239041605563,797,28,1,3
723.0199325969041,724,29,2,3
759.8660725392,801,30,3,3
820.7622185218678,823,31,4,3
884.9023490082071,1006,1,5,4
1053.4433230347531,1089,2,6,4
766.519689908211,757,3,0,4
836.1078607346461,873,4,1,4
823.8967162239895,794,5,2,4
884.8098946362333,919,6,3,4
935.7660084962444,925,7,4,4
1163.8120933956998,1025,8,5,4
1102.9078701827275,1125,9,6,4
718.486478678842,717,10,0,4
843.5606592390285,814,11,1,4
824.0100957545982,854,12,2,4
905.5044404323743,895,13,3,4
951.1754465680168,1046,14,4,4
1019.7467879615323,1012,15,5,4
1069.5833711251216,1078,16,6,4
721.9319499209122,762,17,0,4
843.6740820556478,868,18,1,4
832.4186924323038,828,19,2,4
902.8742942418502,927,20,3,4
965.4920940380142,959,21,4,4
1036.5777343399423,967,22,5,4
1079.3322525266158,1098,23,6,4
741.283986756538,693,24,0,4
849.5697675756709,861,25,1,4
838.3887652325974,835,26,2,4
907.7058351635532,899,27,3,4
955.9485138896451,1018,28,4,4
1030.6268331631618,1038,29,5,4
1087.300421204378,1052,30,6,4
713.4229698422895,776,1,0,5
892.3507219999627,910,2,1,5
904.6925372592704,918,3,2,5
962.3413170482562,983,4,3,5
1030.613004412462,1009,5,4,5
1087.6768819931494,1098,6,5,5
1161.1307521089511,1105,7,6,5
849.0867392737017,755,8,0,5
925.4727080836491,888,9,1,5
896.1545282210753,916,10,2,5
970.742588976358,1050,11,3,5
1037.7327904179292,1043,12,4,5
1086.9175788033353,1102,13,5,5
1144.8120743259387,1143,14,6,5
776.6891189831839,742,15,0,5
909.1251841578231,905,16,1,5
907.1529736741976,898,17,2,5
969.2223133388505,973,18,3,5
1017.4960315953539,1035,19,4,5
1105.2127620037245,1089,20,5,5
1165.4731663111197,1176,21,6,5
783.1257800068305,769,22,0,5
919.3576491791354,919,23,1,5
885.20319631878,923,24,2,5
975.2145948744909,977,25,3,5
1042.11175862882,1036,26,4,5
1106.630826819648,1070,27,5,5
1166.13216211084,1143,28,6,5
763.4499182793842,771,29,0,5
900.8839376754657,935,30,1,5
888.4915342572675,941,31,2,5
970.3904200251744,1048,1,3,6
1079.9595481454926,1098,2,4,6
1147.9472245070683,1179,3,5,6
1230.7695429194318,1252,4,6,6
848.2958425879077,851,5,0,6
944.2748157903151,976,6,1,6
973.6992045603291,985,7,2,6
1087.1658594682413,1058,8,3,6
1105.8817010540115,1093,9,4,6
1174.045108007227,1155,10,5,6
1236.7403565905588,1224,11,6,6
820.3180319256679,820,12,0,6
971.8477601892845,1024,13,1,6
957.6405445485906,983,14,2,6
1037.3083774707811,1024,15,3,6
1083.1352503690468,1094,16,4,6
1170.0191584508466,1143,17,5,6
1247.0320830810415,1250,18,6,6
820.5608822814719,831,19,0,6
980.9399608466373,986,20,1,6
964.8736655450956,995,21,2,6
1022.3618739917473,1010,22,3,6
1084.1942617874192,1139,23,4,6
1180.851356741001,1205,24,5,6
1223.771827056964,1170,25,6,6
828.3408108558104,890,26,0,6
970.0987904835091,1010,27,1,6
964.4341879840539,945,28,2,6
1016.2390985097335,1033,29,3,6
1106.335944848095,1141,30,4,6
1161.3539085816192,1222,1,5,7
1312.3248555194186,1297,2,6,7
915.2340244259284,926,3,0,7
1017.4410543851153,1046,4,1,7
1011.0361396688567,918,5,2,7
1088.3293778579282,1083,6,3,7
1149.1943180840062,1183,7,4,7
1331.6030445117103,1205,8,5,7
1299.7486484609144,1285,9,6,7
857.9783066510753,859,10,0,7
1031.0207479204582,999,11,1,7
1009.1623560022161,1004,12,2,7
1090.2427545040446,1085,13,3,7
1163.3555599618303,1246,14,4,7
1227.0905768554258,1247,15,5,7
1318.8058007396357,1315,16,6,7
876.1115880403266,889,17,0,7
1035.5867688115286,1036,18,1,7
1005.9873381871329,985,19,2,7
1090.5050342734503,1106,20,3,7
1185.6473920680182,1169,21,4,7
1232.7271271328973,1267,22,5,7
1320.6467501874613,1392,23,6,7
874.3806200641737,887,24,0,7
1022.655020309572,1034,25,1,7
1026.6496656685667,1061,26,2,7
1094.436567435001,1075,27,3,7
1171.309890916531,1133,28,4,7
1240.737450569828,1251,29,5,7
1309.3936230763393,1374,30,6,7
882.0039006024198,894,31,0,7
1027.4994866940724,913,1,1,8
913.6494985539065,983,2,2,8
970.0339383668796,965,3,3,8
1032.460013790016,1014,4,4,8
1119.676545239945,1077,5,5,8
1196.2063246666985,1180,6,6,8
730.2647697515384,779,7,0,8
804.882570343052,938,8,1,8
897.3560453038261,898,9,2,8
971.3043075296627,991,10,3,8
1031.4495694543766,1087,11,4,8
1097.6055544428127,1090,12,5,8
1173.2589049543785,1140,13,6,8
798.8611109703378,745,14,0,8
902.4850074126915,857,15,1,8
891.7328631579475,923,16,2,8
973.1030741165922,905,17,3,8
1031.1907226722287,1023,18,4,8
1102.8589890561598,1150,19,5,8
1163.8964920043545,1182,20,6,8
778.362496305217,751,21,0,8
903.272930221592,852,22,1,8
911.0179555154936,906,23,2,8
971.7780295759038,949,24,3,8
1030.2004385385262,1015,25,4,8
1094.6964558194923,1159,26,5,8
1180.347271181603,1189,27,6,8
758.0751442219661,788,28,0,8
908.5956248901383,889,29,1,8
897.011966081296,902,30,2,8
966.1170015632705,1005,31,3,8
1024.1457470487403,977,1,4,9
1050.38209274966,1073,2,5,9
1085.004837192555,1068,3,6,9
690.3086627944903,745,4,0,9
842.956417813857,818,5,1,9
833.0469724200265,863,6,2,9
907.2828775327251,889,7,3,9
899.0588756743417,1071,8,4,9
1031.8656666967618,1037,9,5,9
1082.431183669676,1070,10,6,9
734.947451038246,692,11,0,9
846.7807883917884,840,12,1,9
848.3025429304288,845,13,2,9
918.39887377802,926,14,3,9
980.296049883549,888,15,4,9
1012.93031594712,999,16,5,9
1095.8422672655033,1060,17,6,9
718.8500570319192,759,18,0,9
838.4909726045624,784,19,1,9
849.5778502951906,861,20,2,9
906.724009329413,914,21,3,9
953.500320676674,932,22,4,9
1026.245988484432,1031,23,5,9
1076.6332562770294,1127,24,6,9
718.2758136689262,750,25,0,9
842.9759826659755,915,26,1,9
840.174536956434,893,27,2,9
901.0578002091096,916,28,3,9
954.7210518512474,975,29,4,9
1017.649212643464,1004,30,5,9
1084.2263238858031,1025,1,6,10
663.9852686151461,730,2,0,10
