Predicted Values,True Values,dayofmonth,dayofweek,month
395.19,391,1,6,1
278.47,249,2,0,1
313.32,292,3,1,1
315.22,286,4,2,1
335.46,280,5,3,1
335.23,331,6,4,1
382.6,316,7,5,1
379.97,371,8,6,1
261.41,283,9,0,1
288.45,295,10,1,1
288.28,286,11,2,1
308.37,306,12,3,1
329.36,332,13,4,1
356.99,354,14,5,1
369.6,366,15,6,1
254.43,241,16,0,1
284.36,282,17,1,1
284.82,288,18,2,1
308.04,321,19,3,1
329.9,339,20,4,1
349.71,349,21,5,1
366.24,373,22,6,1
255.3,228,23,0,1
285.92,279,24,1,1
286.39,282,25,2,1
310.21,280,26,3,1
327.48,297,27,4,1
351.79,322,28,5,1
372.43,377,29,6,1
247.61,249,30,0,1
284.8,310,31,1,1
286.41,326,1,2,2
340.59,340,2,3,2
366.47,352,3,4,2
356.27,361,4,5,2
411.45,418,5,6,2
278.41,248,6,0,2
298.81,320,7,1,2
320.69,341,8,2,2
331.19,337,9,3,2
369.27,382,10,4,2
395.18,392,11,5,2
405.99,366,12,6,2
277.56,268,13,0,2
323.32,321,14,1,2
308.74,302,15,2,2
327.72,375,16,3,2
362.02,388,17,4,2
385.92,379,18,5,2
405.27,405,19,6,2
275.84,289,20,0,2
320.52,331,21,1,2
321.63,286,22,2,2
325.84,358,23,3,2
357.39,355,24,4,2
383.81,371,25,5,2
399.09,421,26,6,2
270.48,254,27,0,2
349.75,328,28,1,2
341.11,380,1,2,3
368.17,426,2,3,3
408.0,440,3,4,3
424.38,442,4,5,3
450.22,516,5,6,3
313.19,323,6,0,3
357.42,372,7,1,3
384.03,381,8,2,3
409.69,403,9,3,3
423.62,431,10,4,3
464.6,470,11,5,3
499.65,499,12,6,3
336.46,340,13,0,3
369.9,383,14,1,3
382.13,388,15,2,3
402.03,366,16,3,3
424.5,450,17,4,3
455.31,424,18,5,3
493.48,481,19,6,3
327.43,308,20,0,3
367.44,412,21,1,3
370.87,366,22,2,3
403.34,392,23,3,3
436.91,430,24,4,3
455.7,471,25,5,3
486.86,499,26,6,3
326.68,304,27,0,3
371.04,395,28,1,3
384.46,395,29,2,3
405.72,394,30,3,3
435.94,429,31,4,3
462.29,556,1,5,4
518.06,589,2,6,4
332.73,370,3,0,4
397.26,461,4,1,4
415.16,470,5,2,4
420.04,412,6,3,4
466.24,523,7,4,4
532.95,571,8,5,4
557.12,555,9,6,4
392.68,361,10,0,4
435.83,429,11,1,4
434.65,445,12,2,4
477.33,470,13,3,4
500.04,443,14,4,4
532.41,521,15,5,4
547.28,543,16,6,4
378.38,372,17,0,4
430.62,432,18,1,4
