Predicted Values,True Values,dayofmonth,dayofweek,month
441.64,386,1,6,1
298.5,253,2,0,1
333.16,333,3,1,1
361.11,331,4,2,1
374.63,315,5,3,1
377.14,308,6,4,1
402.82,367,7,5,1
412.66,379,8,6,1
282.34,268,9,0,1
322.17,306,10,1,1
322.62,307,11,2,1
339.91,316,12,3,1
367.86,333,13,4,1
381.56,363,14,5,1
409.92,411,15,6,1
279.03,254,16,0,1
314.95,301,17,1,1
319.44,316,18,2,1
339.88,346,19,3,1
363.0,342,20,4,1
375.77,409,21,5,1
411.75,369,22,6,1
279.15,266,23,0,1
316.21,341,24,1,1
321.39,309,25,2,1
338.53,354,26,3,1
355.75,346,27,4,1
376.18,378,28,5,1
413.59,429,29,6,1
277.44,259,30,0,1
310.32,321,31,1,1
321.4,349,1,2,2
372.14,369,2,3,2
395.85,359,3,4,2
385.75,411,4,5,2
453.16,430,5,6,2
304.47,300,6,0,2
322.58,301,7,1,2
345.75,365,8,2,2
358.62,374,9,3,2
409.43,389,10,4,2
426.76,430,11,5,2
446.71,473,12,6,2
301.03,318,13,0,2
347.38,338,14,1,2
348.34,341,15,2,2
372.08,368,16,3,2
400.05,416,17,4,2
431.44,409,18,5,2
446.41,471,19,6,2
296.37,291,20,0,2
335.97,329,21,1,2
349.72,347,22,2,2
378.25,353,23,3,2
403.37,382,24,4,2
423.9,414,25,5,2
440.6,434,26,6,2
292.96,269,27,0,2
350.29,343,28,1,2
383.06,395,1,2,3
400.69,457,2,3,3
451.95,502,3,4,3
472.62,485,4,5,3
515.71,519,5,6,3
333.66,330,6,0,3
383.86,411,7,1,3
416.05,412,8,2,3
442.23,430,9,3,3
463.63,457,10,4,3
503.33,471,11,5,3
533.0,511,12,6,3
347.63,370,13,0,3
408.91,399,14,1,3
415.44,431,15,2,3
434.63,466,16,3,3
477.8,450,17,4,3
497.63,528,18,5,3
533.39,527,19,6,3
351.65,370,20,0,3
402.35,400,21,1,3
412.17,446,22,2,3
438.36,421,23,3,3
479.51,451,24,4,3
498.93,513,25,5,3
539.43,492,26,6,3
357.37,338,27,0,3
400.08,409,28,1,3
416.91,439,29,2,3
435.96,457,30,3,3
485.31,438,31,4,3
492.32,593,1,5,4
588.59,609,2,6,4
377.61,404,3,0,4
437.22,446,4,1,4
441.59,532,5,2,4
489.44,534,6,3,4
519.77,559,7,4,4
581.73,606,8,5,4
606.37,602,9,6,4
405.39,410,10,0,4
467.21,452,11,1,4
475.23,496,12,2,4
527.36,533,13,3,4
545.65,568,14,4,4
578.35,600,15,5,4
589.45,649,16,6,4
409.55,419,17,0,4
475.43,457,18,1,4
475.06,513,19,2,4
525.56,481,20,3,4
539.56,554,21,4,4
581.23,611,22,5,4
590.36,605,23,6,4
411.69,387,24,0,4
468.1,456,25,1,4
472.67,463,26,2,4
522.2,483,27,3,4
544.63,556,28,4,4
588.46,586,29,5,4
607.1,587,30,6,4
411.29,421,1,0,5
485.19,532,2,1,5
506.69,541,3,2,5
543.63,597,4,3,5
577.17,608,5,4,5
611.93,612,6,5,5
666.23,669,7,6,5
454.17,478,8,0,5
525.78,537,9,1,5
524.83,519,10,2,5
547.46,578,11,3,5
573.74,563,12,4,5
605.88,659,13,5,5
665.95,725,14,6,5
446.4,497,15,0,5
526.27,501,16,1,5
521.34,498,17,2,5
540.69,554,18,3,5
580.33,601,19,4,5
609.35,621,20,5,5
667.92,677,21,6,5
436.36,448,22,0,5
522.5,529,23,1,5
522.18,533,24,2,5
545.69,575,25,3,5
592.2,603,26,4,5
619.27,607,27,5,5
665.17,674,28,6,5
450.12,463,29,0,5
527.32,531,30,1,5
514.32,516,31,2,5
540.54,612,1,3,6
599.6,614,2,4,6
648.82,673,3,5,6
716.57,653,4,6,6
442.98,506,5,0,6
532.07,516,6,1,6
564.92,557,7,2,6
595.77,654,8,3,6
620.33,628,9,4,6
668.92,691,10,5,6
722.96,726,11,6,6
458.79,448,12,0,6
537.89,543,13,1,6
570.58,524,14,2,6
597.97,567,15,3,6
608.87,650,16,4,6
671.0,728,17,5,6
726.62,755,18,6,6
461.81,500,19,0,6
543.7,536,20,1,6
575.11,581,21,2,6
591.81,589,22,3,6
615.47,642,23,4,6
671.85,688,24,5,6
722.55,708,25,6,6
456.65,481,26,0,6
541.56,533,27,1,6
571.75,523,28,2,6
589.97,587,29,3,6
613.1,595,30,4,6
667.35,773,1,5,7
718.96,777,2,6,7
459.97,513,3,0,7
561.14,607,4,1,7
569.86,561,5,2,7
