Predicted Values,True Values,dayofmonth,dayofweek,month
410.61,414,1,6,1
274.78,238,2,0,1
306.83,278,3,1,1
325.22,283,4,2,1
339.11,315,5,3,1
333.81,323,6,4,1
374.1,355,7,5,1
373.31,390,8,6,1
255.53,239,9,0,1
292.82,303,10,1,1
292.84,304,11,2,1
316.3,282,12,3,1
323.16,312,13,4,1
354.38,372,14,5,1
365.18,369,15,6,1
248.68,238,16,0,1
291.85,287,17,1,1
289.78,296,18,2,1
316.57,310,19,3,1
320.77,343,20,4,1
350.55,366,21,5,1
368.67,336,22,6,1
248.24,255,23,0,1
291.51,271,24,1,1
291.38,303,25,2,1
311.15,298,26,3,1
323.11,327,27,4,1
343.74,311,28,5,1
369.65,384,29,6,1
244.99,212,30,0,1
291.66,293,31,1,1
295.57,311,1,2,2
341.28,329,2,3,2
348.88,349,3,4,2
349.16,405,4,5,2
411.18,390,5,6,2
277.22,238,6,0,2
296.86,312,7,1,2
322.28,343,8,2,2
346.88,358,9,3,2
374.83,368,10,4,2
395.09,398,11,5,2
396.33,427,12,6,2
280.56,265,13,0,2
315.61,332,14,1,2
318.08,341,15,2,2
345.11,325,16,3,2
366.68,347,17,4,2
394.12,408,18,5,2
402.94,396,19,6,2
280.68,260,20,0,2
319.16,323,21,1,2
316.29,301,22,2,2
338.52,355,23,3,2
361.37,343,24,4,2
396.78,363,25,5,2
400.23,418,26,6,2
279.95,286,27,0,2
320.35,323,28,1,2
339.89,407,1,2,3
360.19,417,2,3,3
403.54,429,3,4,3
439.06,446,4,5,3
447.58,502,5,6,3
311.44,324,6,0,3
347.85,396,7,1,3
399.18,347,8,2,3
406.81,392,9,3,3
435.98,488,10,4,3
454.94,461,11,5,3
493.32,514,12,6,3
329.13,335,13,0,3
374.21,415,14,1,3
399.59,394,15,2,3
397.83,402,16,3,3
443.16,447,17,4,3
457.4,473,18,5,3
491.03,469,19,6,3
331.23,313,20,0,3
383.79,343,21,1,3
374.27,378,22,2,3
399.92,401,23,3,3
431.82,425,24,4,3
455.39,438,25,5,3
491.64,461,26,6,3
319.53,332,27,0,3
384.7,384,28,1,3
385.0,391,29,2,3
408.76,404,30,3,3
441.06,447,31,4,3
449.74,523,1,5,4
523.88,560,2,6,4
331.33,392,3,0,4
411.38,435,4,1,4
409.07,477,5,2,4
440.54,501,6,3,4
477.81,496,7,4,4
545.83,576,8,5,4
567.63,559,9,6,4
397.39,383,10,0,4
436.4,437,11,1,4
452.84,467,12,2,4
487.0,500,13,3,4
500.44,504,14,4,4
533.91,528,15,5,4
569.54,523,16,6,4
383.15,357,17,0,4
431.59,425,18,1,4
453.51,439,19,2,4
488.31,484,20,3,4
499.93,496,21,4,4
547.62,558,22,5,4
574.18,591,23,6,4
383.57,380,24,0,4
434.76,411,25,1,4
453.05,469,26,2,4
489.58,464,27,3,4
500.09,516,28,4,4
546.34,556,29,5,4
565.14,576,30,6,4
386.04,424,1,0,5
447.58,454,2,1,5
475.86,492,3,2,5
507.35,512,4,3,5
540.17,549,5,4,5
552.12,593,6,5,5
613.93,611,7,6,5
417.5,409,8,0,5
470.13,470,9,1,5
478.33,444,10,2,5
508.88,514,11,3,5
551.75,551,12,4,5
557.45,594,13,5,5
615.66,624,14,6,5
406.56,435,15,0,5
469.02,462,16,1,5
479.41,467,17,2,5
514.52,508,18,3,5
545.82,541,19,4,5
555.51,596,20,5,5
615.94,618,21,6,5
392.73,411,22,0,5
