Predicted Values,True Values,dayofmonth,dayofweek,month
262.13,217,1,6,1
188.08,124,2,0,1
195.46,190,3,1,1
210.18,201,4,2,1
223.79,206,5,3,1
225.54,240,6,4,1
246.94,202,7,5,1
234.25,233,8,6,1
168.14,162,9,0,1
185.7,204,10,1,1
186.68,164,11,2,1
192.11,215,12,3,1
204.03,231,13,4,1
223.95,245,14,5,1
231.79,226,15,6,1
166.77,165,16,0,1
182.22,185,17,1,1
185.07,173,18,2,1
191.11,186,19,3,1
207.53,196,20,4,1
226.04,227,21,5,1
231.89,238,22,6,1
160.76,180,23,0,1
171.71,175,24,1,1
182.32,185,25,2,1
189.29,218,26,3,1
203.02,202,27,4,1
224.52,262,28,5,1
226.2,245,29,6,1
164.05,153,30,0,1
175.53,207,31,1,1
200.57,203,1,2,2
231.16,236,2,3,2
228.16,241,3,4,2
238.13,232,4,5,2
260.01,239,5,6,2
177.96,188,6,0,2
189.22,199,7,1,2
201.78,174,8,2,2
229.16,215,9,3,2
232.68,235,10,4,2
256.99,229,11,5,2
263.85,249,12,6,2
179.01,153,13,0,2
201.41,201,14,1,2
200.38,207,15,2,2
228.79,237,16,3,2
231.28,212,17,4,2
261.83,231,18,5,2
265.77,248,19,6,2
179.99,194,20,0,2
199.26,197,21,1,2
205.05,203,22,2,2
229.99,205,23,3,2
232.73,252,24,4,2
252.99,218,25,5,2
262.27,240,26,6,2
178.78,162,27,0,2
199.04,224,28,1,2
224.19,249,1,2,3
242.18,262,2,3,3
266.99,282,3,4,3
290.16,306,4,5,3
287.25,265,5,6,3
200.03,219,6,0,3
228.3,241,7,1,3
245.39,250,8,2,3
267.58,243,9,3,3
273.39,266,10,4,3
296.72,286,11,5,3
313.08,296,12,6,3
198.92,213,13,0,3
221.73,228,14,1,3
250.84,258,15,2,3
266.05,262,16,3,3
268.18,304,17,4,3
296.94,281,18,5,3
318.41,310,19,6,3
201.9,216,20,0,3
240.45,241,21,1,3
240.45,228,22,2,3
266.51,260,23,3,3
271.77,276,24,4,3
295.76,290,25,5,3
319.85,327,26,6,3
199.42,211,27,0,3
233.13,257,28,1,3
239.72,244,29,2,3
266.37,292,30,3,3
271.32,302,31,4,3
300.08,327,1,5,4
340.07,381,2,6,4
198.7,263,3,0,4
252.84,259,4,1,4
247.01,255,5,2,4
280.82,271,6,3,4
281.57,313,7,4,4
338.84,373,8,5,4
370.54,363,9,6,4
236.0,243,10,0,4
284.45,269,11,1,4
277.95,321,12,2,4
300.44,295,13,3,4
322.94,305,14,4,4
341.41,346,15,5,4
365.87,355,16,6,4
238.97,223,17,0,4
284.15,282,18,1,4
274.98,276,19,2,4
298.54,305,20,3,4
317.13,356,21,4,4
342.04,320,22,5,4
357.72,372,23,6,4
234.85,206,24,0,4
282.08,286,25,1,4
272.68,266,26,2,4
301.26,317,27,3,4
321.83,357,28,4,4
338.84,334,29,5,4
356.36,352,30,6,4
241.69,263,1,0,5
284.36,325,2,1,5
290.27,288,3,2,5
314.27,341,4,3,5
335.38,331,5,4,5
384.62,358,6,5,5
403.31,384,7,6,5
275.53,264,8,0,5
302.17,305,9,1,5
