Predicted Values,True Values,dayofmonth,dayofweek,month
694.4,609,1,6,1
453.85,397,2,0,1
548.03,499,3,1,1
563.46,491,4,2,1
572.85,529,5,3,1
569.87,521,6,4,1
638.44,620,7,5,1
642.44,595,8,6,1
426.78,382,9,0,1
493.39,466,10,1,1
500.05,526,11,2,1
518.33,544,12,3,1
559.17,574,13,4,1
598.68,570,14,5,1
637.82,607,15,6,1
420.62,435,16,0,1
492.05,473,17,1,1
504.78,467,18,2,1
529.37,522,19,3,1
558.88,538,20,4,1
579.77,619,21,5,1
641.46,607,22,6,1
419.54,445,23,0,1
484.47,502,24,1,1
498.34,516,25,2,1
525.7,489,26,3,1
560.61,559,27,4,1
588.13,620,28,5,1
629.33,619,29,6,1
418.75,425,30,0,1
485.15,518,31,1,1
517.19,542,1,2,2
590.12,564,2,3,2
591.59,648,3,4,2
639.41,699,4,5,2
701.88,674,5,6,2
474.78,468,6,0,2
499.8,584,7,1,2
549.03,555,8,2,2
580.87,559,9,3,2
642.58,630,10,4,2
681.23,658,11,5,2
702.45,681,12,6,2
472.16,474,13,0,2
567.06,549,14,1,2
537.02,538,15,2,2
579.22,608,16,3,2
640.94,613,17,4,2
689.08,624,18,5,2
708.46,668,19,6,2
469.66,478,20,0,2
543.74,527,21,1,2
533.14,574,22,2,2
582.41,571,23,3,2
641.95,629,24,4,2
678.21,658,25,5,2
710.09,708,26,6,2
477.57,479,27,0,2
552.06,582,28,1,2
593.39,638,1,2,3
603.84,718,2,3,3
700.52,707,3,4,3
757.87,774,4,5,3
804.09,878,5,6,3
531.06,623,6,0,3
621.64,690,7,1,3
659.18,666,8,2,3
707.17,708,9,3,3
754.84,736,10,4,3
784.67,777,11,5,3
830.83,811,12,6,3
573.02,581,13,0,3
658.6,593,14,1,3
664.75,658,15,2,3
691.55,703,16,3,3
748.52,742,17,4,3
783.32,798,18,5,3
838.85,842,19,6,3
582.16,530,20,0,3
667.02,608,21,1,3
649.13,656,22,2,3
705.68,699,23,3,3
736.81,746,24,4,3
792.68,791,25,5,3
841.11,852,26,6,3
566.76,586,27,0,3
667.9,669,28,1,3
651.13,592,29,2,3
699.24,697,30,3,3
742.7,731,31,4,3
800.46,924,1,5,4
894.52,929,2,6,4
593.72,728,3,0,4
676.38,767,4,1,4
702.15,797,5,2,4
780.78,833,6,3,4
839.52,862,7,4,4
926.42,967,8,5,4
977.37,1038,9,6,4
680.42,693,10,0,4
758.43,754,11,1,4
765.52,761,12,2,4
825.5,846,13,3,4
875.18,821,14,4,4
930.69,938,15,5,4
981.64,992,16,6,4
670.07,686,17,0,4
759.27,784,18,1,4
763.47,755,19,2,4
825.94,798,20,3,4
862.99,876,21,4,4
921.11,876,22,5,4
964.45,972,23,6,4
662.02,694,24,0,4
761.25,763,25,1,4
766.94,740,26,2,4
830.9,804,27,3,4
869.77,899,28,4,4
926.01,952,29,5,4
959.68,894,30,6,4
643.45,746,1,0,5
769.29,834,2,1,5
792.7,787,3,2,5
884.57,916,4,3,5
905.83,911,5,4,5
997.53,961,6,5,5
1067.48,1046,7,6,5
728.43,697,8,0,5
812.16,824,9,1,5
802.05,840,10,2,5
888.1,844,11,3,5
947.29,1004,12,4,5
981.46,1002,13,5,5
1081.57,1100,14,6,5
704.03,696,15,0,5
798.94,832,16,1,5
798.38,755,17,2,5
880.42,905,18,3,5
925.39,898,19,4,5
1001.88,991,20,5,5
1086.83,1088,21,6,5
686.73,682,22,0,5
815.82,829,23,1,5
796.91,817,24,2,5
876.79,885,25,3,5
928.15,998,26,4,5
999.29,1005,27,5,5
1090.39,1027,28,6,5
679.77,710,29,0,5
804.79,797,30,1,5
806.16,822,31,2,5
837.78,924,1,3,6
970.05,954,2,4,6
1037.54,1051,3,5,6
1115.86,1159,4,6,6
694.73,782,5,0,6
839.9,844,6,1,6
845.02,898,7,2,6
936.2,898,8,3,6
1005.35,931,9,4,6
1059.79,1043,10,5,6
1134.65,1051,11,6,6
731.39,788,12,0,6
874.09,933,13,1,6
882.19,880,14,2,6
936.91,905,15,3,6
978.15,1039,16,4,6
1063.92,1061,17,5,6
1146.07,1104,18,6,6
738.51,739,19,0,6
878.32,877,20,1,6
889.79,877,21,2,6
933.07,952,22,3,6
986.44,982,23,4,6
1074.99,1047,24,5,6
1149.88,1125,25,6,6
744.95,731,26,0,6
874.0,923,27,1,6
888.53,901,28,2,6
930.3,927,29,3,6
989.61,1037,30,4,6
1068.45,1173,1,5,7
1166.67,1233,2,6,7
753.98,793,3,0,7
880.41,912,4,1,7
919.94,915,5,2,7
962.09,1017,6,3,7
1046.92,1029,7,4,7
1119.94,1045,8,5,7
1168.87,1182,9,6,7
779.15,782,10,0,7
886.78,899,11,1,7
952.63,945,12,2,7
971.51,1028,13,3,7
1035.65,1094,14,4,7
1129.32,1127,15,5,7
1170.19,1241,16,6,7
783.6,806,17,0,7
892.82,850,18,1,7
943.25,942,19,2,7
970.84,1012,20,3,7
1070.85,1096,21,4,7
1138.76,1209,22,5,7
1171.3,1223,23,6,7
784.48,807,24,0,7
881.4,911,25,1,7
952.16,930,26,2,7
977.93,1006,27,3,7
1070.09,1073,28,4,7
1151.48,1095,29,5,7
1172.71,1179,30,6,7
801.42,815,31,0,7
850.75,789,1,1,8
880.59,842,2,2,8
891.84,918,3,3,8
929.26,929,4,4,8
974.3,992,5,5,8
1088.52,1026,6,6,8
795.7,743,7,0,8
827.56,807,8,1,8
820.05,808,9,2,8
874.92,869,10,3,8
921.04,923,11,4,8
965.48,1060,12,5,8
1116.05,1004,13,6,8
727.0,701,14,0,8
794.11,818,15,1,8
805.55,833,16,2,8
886.31,884,17,3,8
925.71,984,18,4,8
962.22,1005,19,5,8
1114.06,1050,20,6,8
701.09,673,21,0,8
792.31,806,22,1,8
801.9,809,23,2,8
877.08,854,24,3,8
919.82,887,25,4,8
964.56,980,26,5,8
1088.93,1041,27,6,8
682.13,715,28,0,8
824.14,777,29,1,8
805.74,853,30,2,8
882.39,897,31,3,8
880.39,889,1,4,9
917.26,985,2,5,9
960.29,936,3,6,9
704.42,680,4,0,9
762.95,785,5,1,9
792.72,749,6,2,9
849.25,856,7,3,9
882.86,859,8,4,9
931.23,958,9,5,9
944.87,974,10,6,9
648.53,640,11,0,9
751.08,767,12,1,9
760.18,775,13,2,9
841.36,776,14,3,9
876.86,870,15,4,9
921.04,933,16,5,9
966.29,958,17,6,9
655.0,640,18,0,9
756.24,745,19,1,9
765.93,707,20,2,9
839.3,803,21,3,9
873.47,883,22,4,9
920.92,944,23,5,9
952.11,996,24,6,9
648.83,659,25,0,9
757.22,802,26,1,9
766.8,738,27,2,9
836.03,842,28,3,9
873.99,856,29,4,9
921.42,891,30,5,9
961.12,906,1,6,10
658.85,608,2,0,10
731.69,713,3,1,10
749.81,696,4,2,10
798.18,776,5,3,10
826.94,814,6,4,10
871.0,842,7,5,10
896.44,901,8,6,10
596.05,584,9,0,10
719.99,718,10,1,10
724.0,732,11,2,10
758.16,787,12,3,10
813.61,827,13,4,10
870.53,943,14,5,10
909.01,876,15,6,10
629.96,582,16,0,10
709.93,682,17,1,10
725.23,749,18,2,10
761.68,778,19,3,10
817.24,823,20,4,10
874.4,823,21,5,10
908.19,936,22,6,10
619.49,576,23,0,10
708.28,695,24,1,10
718.94,718,25,2,10
760.58,771,26,3,10
820.08,761,27,4,10
857.67,834,28,5,10
904.32,930,29,6,10
596.82,580,30,0,10
711.51,773,31,1,10
737.97,750,1,2,11
772.24,826,2,3,11
873.95,894,3,4,11
914.99,853,4,5,11
956.98,946,5,6,11
611.67,674,6,0,11
734.86,782,7,1,11
777.62,763,8,2,11
832.46,776,9,3,11
886.32,862,10,4,11
928.64,944,11,5,11
958.51,1047,12,6,11
654.88,639,13,0,11
757.98,830,14,1,11
771.64,780,15,2,11
835.21,786,16,3,11
868.93,874,17,4,11
925.73,931,18,5,11
967.34,956,19,6,11
648.29,700,20,0,11
763.27,778,21,1,11
766.83,756,22,2,11
828.65,829,23,3,11
862.88,806,24,4,11
914.58,918,25,5,11
964.79,962,26,6,11
644.88,641,27,0,11
760.41,797,28,1,11
754.75,767,29,2,11
832.7,835,30,3,11
826.51,615,1,4,12
748.22,631,2,5,12
691.5,663,3,6,12
594.65,496,4,0,12
552.52,547,5,1,12
553.67,566,6,2,12
594.7,561,7,3,12
614.08,656,8,4,12
628.65,643,9,5,12
604.3,689,10,6,12
474.77,507,11,0,12
526.35,499,12,1,12
519.25,536,13,2,12
556.89,566,14,3,12
616.41,667,15,4,12
632.5,656,16,5,12
586.09,630,17,6,12
472.89,492,18,0,12
528.19,552,19,1,12
550.45,565,20,2,12
561.99,594,21,3,12
622.12,588,22,4,12
643.2,643,23,5,12
594.66,681,24,6,12
472.15,455,25,0,12
537.24,606,26,1,12
539.77,551,27,2,12
577.94,593,28,3,12
621.45,654,29,4,12
639.99,682,30,5,12
587.87,691,31,6,12
