Predicted Values,True Values,dayofmonth,dayofweek,month
595.67,552,1,6,1
397.53,349,2,0,1
462.48,419,3,1,1
482.04,397,4,2,1
505.05,432,5,3,1
494.31,494,6,4,1
549.13,518,7,5,1
536.91,517,8,6,1
380.31,340,9,0,1
424.04,385,10,1,1
417.41,399,11,2,1
455.42,448,12,3,1
472.21,457,13,4,1
504.05,487,14,5,1
528.78,471,15,6,1
379.88,360,16,0,1
413.67,425,17,1,1
420.54,460,18,2,1
445.44,464,19,3,1
467.27,448,20,4,1
509.14,518,21,5,1
552.12,529,22,6,1
378.29,344,23,0,1
410.6,420,24,1,1
424.89,419,25,2,1
445.27,416,26,3,1
464.03,483,27,4,1
508.28,492,28,5,1
534.42,568,29,6,1
372.57,363,30,0,1
409.77,412,31,1,1
439.84,478,1,2,2
472.55,522,2,3,2
526.93,550,3,4,2
518.43,549,4,5,2
603.02,577,5,6,2
398.13,417,6,0,2
442.11,432,7,1,2
459.38,443,8,2,2
488.62,484,9,3,2
529.68,509,10,4,2
579.43,560,11,5,2
592.28,584,12,6,2
403.69,412,13,0,2
471.32,459,14,1,2
455.62,415,15,2,2
485.46,463,16,3,2
532.23,499,17,4,2
567.63,581,18,5,2
595.34,599,19,6,2
402.66,398,20,0,2
470.01,496,21,1,2
451.86,477,22,2,2
475.92,544,23,3,2
533.54,538,24,4,2
568.1,593,25,5,2
604.83,658,26,6,2
407.17,364,27,0,2
477.36,451,28,1,2
487.46,593,1,2,3
541.85,584,2,3,3
598.52,612,3,4,3
635.31,614,4,5,3
694.42,716,5,6,3
460.72,497,6,0,3
509.42,547,7,1,3
556.24,542,8,2,3
600.17,595,9,3,3
627.85,630,10,4,3
657.02,641,11,5,3
731.29,735,12,6,3
482.77,489,13,0,3
553.13,567,14,1,3
566.98,567,15,2,3
593.62,559,16,3,3
627.16,598,17,4,3
662.28,676,18,5,3
709.96,747,19,6,3
472.51,464,20,0,3
558.12,600,21,1,3
546.67,539,22,2,3
589.03,566,23,3,3
622.29,628,24,4,3
665.27,744,25,5,3
716.44,701,26,6,3
463.48,483,27,0,3
552.16,518,28,1,3
548.2,596,29,2,3
591.38,630,30,3,3
631.38,623,31,4,3
651.06,771,1,5,4
783.39,804,2,6,4
485.11,524,3,0,4
576.2,644,4,1,4
600.65,581,5,2,4
638.82,695,6,3,4
687.8,754,7,4,4
772.82,777,8,5,4
823.67,855,9,6,4
543.93,570,10,0,4
634.86,662,11,1,4
653.76,675,12,2,4
663.91,674,13,3,4
736.15,767,14,4,4
783.65,722,15,5,4
828.04,821,16,6,4
544.27,565,17,0,4
635.23,604,18,1,4
643.58,646,19,2,4
676.41,654,20,3,4
721.77,714,21,4,4
777.69,745,22,5,4
825.22,825,23,6,4
543.18,541,24,0,4
632.31,626,25,1,4
642.33,681,26,2,4
674.73,670,27,3,4
734.68,748,28,4,4
777.94,735,29,5,4
826.58,832,30,6,4
564.7,569,1,0,5
638.89,705,2,1,5
685.92,684,3,2,5
724.21,767,4,3,5
772.92,781,5,4,5
826.12,825,6,5,5
850.18,908,7,6,5
594.13,599,8,0,5
693.01,694,9,1,5
701.23,692,10,2,5
731.07,726,11,3,5
772.28,756,12,4,5
811.54,885,13,5,5
855.61,916,14,6,5
591.53,570,15,0,5
681.53,728,16,1,5
698.72,698,17,2,5
742.69,694,18,3,5
768.77,773,19,4,5
821.37,858,20,5,5
854.39,868,21,6,5
589.0,608,22,0,5
674.85,655,23,1,5
696.46,692,24,2,5
739.72,724,25,3,5
769.09,787,26,4,5
834.54,819,27,5,5
840.54,891,28,6,5
586.29,606,29,0,5
686.57,698,30,1,5
704.65,691,31,2,5
719.85,798,1,3,6
823.14,856,2,4,6
848.98,882,3,5,6
913.25,922,4,6,6
590.43,591,5,0,6
679.57,729,6,1,6
736.93,795,7,2,6
781.14,826,8,3,6
853.09,870,9,4,6
860.63,830,10,5,6
926.25,925,11,6,6
615.98,651,12,0,6
705.93,701,13,1,6
765.18,746,14,2,6
779.41,782,15,3,6
837.1,849,16,4,6
872.46,892,17,5,6
943.34,927,18,6,6
616.17,652,19,0,6
701.85,705,20,1,6
768.54,749,21,2,6
774.07,763,22,3,6
840.16,856,23,4,6
876.7,877,24,5,6
953.59,977,25,6,6
624.48,622,26,0,6
705.3,676,27,1,6
769.93,750,28,2,6
776.67,760,29,3,6
835.85,883,30,4,6
874.35,950,1,5,7
967.81,970,2,6,7
626.47,669,3,0,7
731.13,780,4,1,7
792.86,735,5,2,7
821.32,796,6,3,7
845.59,889,7,4,7
926.37,877,8,5,7
972.15,989,9,6,7
660.44,709,10,0,7
761.72,760,11,1,7
803.7,746,12,2,7
820.78,810,13,3,7
843.31,886,14,4,7
937.48,936,15,5,7
974.55,1009,16,6,7
682.52,694,17,0,7
760.85,772,18,1,7
802.31,789,19,2,7
819.24,788,20,3,7
845.03,896,21,4,7
938.44,1017,22,5,7
976.01,1045,23,6,7
676.12,668,24,0,7
760.98,778,25,1,7
805.47,766,26,2,7
831.61,778,27,3,7
845.07,876,28,4,7
947.83,1051,29,5,7
977.52,1039,30,6,7
677.39,680,31,0,7
727.41,694,1,1,8
730.43,649,2,2,8
744.99,715,3,3,8
782.9,764,4,4,8
829.81,816,5,5,8
869.56,890,6,6,8
686.92,618,7,0,8
676.63,671,8,1,8
696.11,729,9,2,8
745.45,748,10,3,8
780.45,772,11,4,8
811.5,812,12,5,8
833.7,881,13,6,8
601.16,603,14,0,8
678.98,698,15,1,8
699.97,674,16,2,8
747.88,761,17,3,8
778.39,782,18,4,8
807.9,869,19,5,8
851.14,877,20,6,8
579.28,602,21,0,8
671.87,714,22,1,8
708.49,662,23,2,8
741.69,778,24,3,8
778.21,792,25,4,8
799.05,884,26,5,8
844.7,925,27,6,8
582.2,603,28,0,8
688.48,668,29,1,8
705.02,709,30,2,8
745.71,700,31,3,8
759.4,749,1,4,9
775.72,777,2,5,9
808.38,887,3,6,9
585.37,511,4,0,9
642.36,652,5,1,9
630.97,646,6,2,9
692.27,697,7,3,9
736.7,719,8,4,9
777.12,805,9,5,9
812.28,817,10,6,9
538.99,568,11,0,9
638.39,620,12,1,9
639.29,639,13,2,9
687.92,679,14,3,9
740.7,754,15,4,9
781.75,800,16,5,9
821.28,835,17,6,9
544.7,550,18,0,9
637.09,636,19,1,9
641.83,680,20,2,9
695.7,724,21,3,9
743.25,707,22,4,9
783.59,726,23,5,9
809.24,824,24,6,9
547.82,546,25,0,9
634.28,592,26,1,9
640.02,634,27,2,9
688.84,693,28,3,9
741.45,752,29,4,9
781.18,796,30,5,9
820.78,755,1,6,10
568.71,545,2,0,10
620.15,571,3,1,10
623.84,557,4,2,10
647.93,626,5,3,10
661.55,668,6,4,10
726.68,723,7,5,10
782.66,776,8,6,10
510.63,465,9,0,10
609.71,626,10,1,10
593.83,629,11,2,10
652.9,603,12,3,10
660.99,709,13,4,10
725.09,726,14,5,10
781.01,763,15,6,10
522.87,546,16,0,10
609.82,569,17,1,10
612.35,605,18,2,10
648.72,678,19,3,10
684.69,691,20,4,10
732.57,720,21,5,10
782.13,738,22,6,10
512.87,507,23,0,10
608.72,574,24,1,10
593.71,613,25,2,10
644.02,682,26,3,10
661.8,712,27,4,10
731.06,779,28,5,10
783.35,735,29,6,10
512.38,506,30,0,10
606.72,605,31,1,10
609.89,633,1,2,11
652.42,647,2,3,11
726.64,771,3,4,11
765.55,781,4,5,11
820.34,766,5,6,11
529.86,563,6,0,11
614.14,684,7,1,11
650.89,658,8,2,11
699.57,661,9,3,11
728.07,720,10,4,11
777.48,808,11,5,11
812.49,841,12,6,11
551.09,584,13,0,11
638.47,646,14,1,11
654.81,617,15,2,11
672.03,705,16,3,11
732.46,771,17,4,11
774.89,783,18,5,11
814.83,787,19,6,11
547.23,596,20,0,11
636.78,671,21,1,11
648.42,617,22,2,11
669.36,675,23,3,11
741.26,749,24,4,11
772.15,747,25,5,11
821.33,819,26,6,11
547.14,509,27,0,11
629.46,647,28,1,11
650.43,619,29,2,11
691.9,693,30,3,11
702.05,484,1,4,12
621.24,517,2,5,12
601.47,581,3,6,12
547.77,406,4,0,12
452.75,450,5,1,12
450.95,487,6,2,12
464.87,498,7,3,12
529.29,518,8,4,12
553.21,577,9,5,12
498.16,547,10,6,12
413.88,379,11,0,12
461.23,469,12,1,12
458.72,467,13,2,12
486.29,555,14,3,12
528.92,517,15,4,12
551.76,620,16,5,12
500.53,573,17,6,12
402.38,414,18,0,12
463.93,449,19,1,12
467.61,494,20,2,12
499.94,497,21,3,12
530.31,515,22,4,12
559.77,492,23,5,12
502.99,586,24,6,12
384.73,373,25,0,12
460.35,480,26,1,12
455.89,469,27,2,12
493.18,484,28,3,12
525.96,557,29,4,12
551.64,530,30,5,12
498.13,610,31,6,12
