Predicted Values,True Values,dayofmonth,dayofweek,month
645.03,602,1,6,1
460.92,393,2,0,1
499.12,480,3,1,1
524.32,460,4,2,1
563.73,499,5,3,1
539.47,511,6,4,1
617.07,569,7,5,1
601.72,572,8,6,1
415.99,393,9,0,1
461.13,486,10,1,1
463.99,474,11,2,1
502.67,523,12,3,1
523.61,513,13,4,1
566.46,597,14,5,1
601.0,592,15,6,1
416.53,420,16,0,1
456.01,453,17,1,1
463.99,467,18,2,1
496.42,571,19,3,1
527.7,535,20,4,1
573.61,591,21,5,1
602.77,543,22,6,1
415.48,398,23,0,1
458.94,481,24,1,1
469.47,421,25,2,1
493.21,473,26,3,1
520.65,559,27,4,1
579.36,559,28,5,1
605.36,627,29,6,1
410.06,399,30,0,1
459.91,464,31,1,1
467.61,533,1,2,2
551.34,557,2,3,2
594.3,592,3,4,2
587.05,644,4,5,2
666.95,678,5,6,2
436.16,425,6,0,2
474.13,543,7,1,2
535.74,487,8,2,2
544.48,599,9,3,2
598.26,568,10,4,2
636.82,656,11,5,2
666.13,679,12,6,2
441.23,474,13,0,2
528.27,534,14,1,2
521.51,533,15,2,2
558.49,578,16,3,2
593.99,656,17,4,2
644.61,634,18,5,2
681.09,673,19,6,2
445.51,458,20,0,2
519.59,487,21,1,2
529.05,506,22,2,2
548.8,583,23,3,2
602.77,616,24,4,2
635.08,660,25,5,2
673.89,648,26,6,2
447.55,459,27,0,2
514.3,511,28,1,2
585.48,614,1,2,3
596.01,659,2,3,3
655.87,730,3,4,3
683.4,719,4,5,3
725.28,794,5,6,3
524.08,514,6,0,3
570.78,609,7,1,3
621.41,620,8,2,3
662.19,644,9,3,3
690.44,738,10,4,3
761.55,785,11,5,3
778.97,768,12,6,3
524.09,532,13,0,3
603.92,605,14,1,3
630.31,605,15,2,3
670.19,690,16,3,3
686.13,722,17,4,3
758.0,750,18,5,3
779.54,805,19,6,3
528.64,486,20,0,3
604.52,597,21,1,3
628.1,649,22,2,3
665.02,680,23,3,3
695.57,701,24,4,3
768.04,759,25,5,3
796.81,774,26,6,3
523.42,566,27,0,3
625.09,609,28,1,3
635.7,600,29,2,3
665.49,677,30,3,3
690.96,729,31,4,3
769.76,923,1,5,4
845.78,901,2,6,4
537.17,570,3,0,4
652.85,743,4,1,4
663.06,705,5,2,4
708.73,799,6,3,4
749.27,825,7,4,4
865.65,851,8,5,4
889.57,930,9,6,4
629.71,623,10,0,4
735.69,745,11,1,4
732.81,698,12,2,4
770.59,774,13,3,4
816.75,834,14,4,4
866.25,934,15,5,4
899.39,938,16,6,4
631.28,599,17,0,4
742.7,739,18,1,4
730.99,676,19,2,4
775.18,778,20,3,4
816.42,812,21,4,4
875.3,898,22,5,4
896.71,935,23,6,4
633.53,604,24,0,4
