Predicted Values,True Values,dayofmonth,dayofweek,month
594.13,508,1,6,1
378.91,356,2,0,1
447.72,433,3,1,1
455.8,397,4,2,1
479.89,453,5,3,1
499.06,481,6,4,1
547.82,489,7,5,1
540.89,574,8,6,1
367.84,322,9,0,1
418.44,398,10,1,1
419.51,419,11,2,1
448.13,425,12,3,1
470.45,477,13,4,1
502.0,509,14,5,1
533.8,538,15,6,1
351.52,347,16,0,1
426.08,429,17,1,1
414.24,418,18,2,1
429.95,428,19,3,1
464.05,472,20,4,1
502.77,500,21,5,1
536.66,552,22,6,1
353.87,330,23,0,1
418.98,437,24,1,1
412.17,430,25,2,1
429.31,440,26,3,1
464.47,479,27,4,1
504.34,485,28,5,1
542.21,503,29,6,1
352.78,356,30,0,1
415.54,388,31,1,1
440.15,488,1,2,2
464.64,480,2,3,2
506.11,555,3,4,2
515.66,532,4,5,2
589.35,555,5,6,2
396.26,397,6,0,2
436.78,464,7,1,2
471.95,422,8,2,2
495.67,495,9,3,2
531.25,500,10,4,2
565.65,551,11,5,2
591.37,568,12,6,2
388.44,398,13,0,2
454.43,466,14,1,2
462.47,453,15,2,2
490.46,471,16,3,2
541.17,521,17,4,2
572.02,562,18,5,2
600.61,613,19,6,2
391.87,415,20,0,2
455.19,464,21,1,2
461.26,453,22,2,2
501.55,551,23,3,2
548.1,525,24,4,2
569.67,548,25,5,2
604.2,635,26,6,2
401.61,352,27,0,2
455.39,458,28,1,2
513.86,544,1,2,3
549.33,601,2,3,3
592.85,630,3,4,3
618.34,657,4,5,3
660.72,685,5,6,3
475.09,497,6,0,3
504.19,494,7,1,3
558.45,563,8,2,3
589.18,610,9,3,3
616.08,644,10,4,3
668.85,668,11,5,3
710.53,677,12,6,3
483.67,449,13,0,3
554.86,595,14,1,3
571.6,553,15,2,3
583.14,620,16,3,3
612.63,657,17,4,3
671.34,630,18,5,3
706.7,715,19,6,3
472.39,462,20,0,3
546.07,560,21,1,3
557.13,532,22,2,3
586.97,559,23,3,3
612.58,606,24,4,3
673.84,671,25,5,3
710.77,680,26,6,3
469.34,467,27,0,3
550.66,552,28,1,3
564.47,567,29,2,3
592.7,550,30,3,3
615.26,605,31,4,3
659.59,767,1,5,4
771.24,774,2,6,4
473.29,569,3,0,4
591.03,611,4,1,4
586.26,629,5,2,4
626.61,672,6,3,4
665.27,763,7,4,4
767.94,821,8,5,4
842.2,810,9,6,4
558.31,538,10,0,4
638.95,611,11,1,4
651.12,622,12,2,4
692.12,662,13,3,4
732.68,734,14,4,4
779.04,769,15,5,4
842.66,813,16,6,4
550.54,567,17,0,4
647.26,654,18,1,4
651.29,613,19,2,4
692.22,750,20,3,4
735.06,695,21,4,4
776.28,791,22,5,4
844.97,799,23,6,4
551.36,570,24,0,4
648.58,609,25,1,4
646.9,609,26,2,4
693.74,709,27,3,4
732.63,813,28,4,4
777.87,768,29,5,4
843.36,835,30,6,4
565.59,606,1,0,5
646.53,725,2,1,5
673.28,616,3,2,5
705.6,743,4,3,5
764.94,770,5,4,5
837.06,833,6,5,5
869.06,873,7,6,5
585.44,634,8,0,5
689.2,678,9,1,5
678.24,743,10,2,5
739.31,778,11,3,5
788.68,817,12,4,5
838.13,840,13,5,5
865.8,875,14,6,5
586.42,548,15,0,5
683.64,649,16,1,5
683.96,756,17,2,5
743.64,740,18,3,5
782.15,771,19,4,5
850.21,835,20,5,5
866.64,942,21,6,5
569.3,612,22,0,5
690.12,709,23,1,5
687.66,700,24,2,5
736.51,743,25,3,5
792.21,778,26,4,5
851.0,829,27,5,5
871.99,863,28,6,5
581.79,590,29,0,5
692.11,636,30,1,5
682.08,674,31,2,5
724.75,843,1,3,6
799.96,829,2,4,6
851.47,901,3,5,6
938.17,934,4,6,6
579.62,658,5,0,6
690.9,753,6,1,6
716.23,754,7,2,6
791.03,780,8,3,6
849.85,814,9,4,6
851.44,878,10,5,6
956.99,925,11,6,6
612.42,579,12,0,6
730.28,741,13,1,6
752.18,770,14,2,6
805.17,753,15,3,6
836.74,840,16,4,6
856.99,944,17,5,6
963.05,945,18,6,6
