Predicted Values,True Values,dayofmonth,dayofweek,month
272.29539014689203,266,1,6,1
178.60276310063477,181,2,0,1
206.12259036127057,226,3,1,1
207.7043954759049,204,4,2,1
227.73047592874195,222,5,3,1
236.75272084410813,265,6,4,1
253.2729115962195,268,7,5,1
248.84184323913928,273,8,6,1
178.30730860132303,144,9,0,1
211.03429604332473,199,10,1,1
210.10928816917863,237,11,2,1
221.27610584824856,236,12,3,1
231.5389952316093,255,13,4,1
257.75674362212,249,14,5,1
264.8552292251172,270,15,6,1
178.6877967064413,169,16,0,1
205.7565960233244,199,17,1,1
206.9133601804408,192,18,2,1
224.0961823529708,195,19,3,1
236.50854386586275,235,20,4,1
248.22058489556935,241,21,5,1
262.8078483176562,287,22,6,1
181.09582719124433,166,23,0,1
208.113504950996,224,24,1,1
209.64655236258682,214,25,2,1
216.41530637174424,219,26,3,1
233.16713619894858,244,27,4,1
251.84422045398082,243,28,5,1
259.88161928217437,309,29,6,1
175.07368542544123,174,30,0,1
207.14104970275935,207,31,1,1
207.87616583715703,233,1,2,2
234.94082816328432,217,2,3,2
258.5727188793155,284,3,4,2
270.99557937971827,288,4,5,2
291.38950593314644,283,5,6,2
206.1072565336856,213,6,0,2
226.7373542246553,233,7,1,2
246.12395473580386,223,8,2,2
244.18793091095563,220,9,3,2
259.8432242415058,265,10,4,2
274.85796353697356,290,11,5,2
288.50649674899455,317,12,6,2
199.5722483080956,198,13,0,2
228.7567655333462,229,14,1,2
232.41733692876574,271,15,2,2
244.62024125746962,225,16,3,2
260.43722513608213,251,17,4,2
285.8860465168166,284,18,5,2
288.64992437894966,315,19,6,2
197.5806182456347,205,20,0,2
226.15007296680983,220,21,1,2
233.19760914437052,240,22,2,2
247.16394065144982,257,23,3,2
263.58508009474303,252,24,4,2
277.60672929800626,263,25,5,2
295.86350219241854,282,26,6,2
204.31267979844984,182,27,0,2
229.66511351067152,233,28,1,2
226.3335728925797,252,1,2,3
280.20357856444593,293,2,3,3
303.51372373301115,308,3,4,3
327.5695018890458,339,4,5,3
337.41134198206987,392,5,6,3
248.32531970098194,219,6,0,3
267.731913067508,250,7,1,3
309.65101225591775,301,8,2,3
