Predicted Values,True Values,dayofmonth,dayofweek,month
281.4774748282064,259,1,6,1
173.6852519800444,156,2,0,1
207.9658251171489,207,3,1,1
217.49434264279202,221,4,2,1
223.84621168854878,219,5,3,1
238.69205817389533,228,6,4,1
253.41543779238359,267,7,5,1
252.6740090893139,280,8,6,1
176.47959758150623,188,9,0,1
212.3457236438547,225,10,1,1
203.7484723105584,208,11,2,1
225.1203904691641,235,12,3,1
233.85725462525383,255,13,4,1
248.9358254158427,270,14,5,1
260.29349761079294,279,15,6,1
170.88556842780903,162,16,0,1
206.34210921074495,197,17,1,1
207.68089958462164,200,18,2,1
222.94212633739457,260,19,3,1
231.2791974059795,238,20,4,1
244.53455704073653,275,21,5,1
261.58182897973103,260,22,6,1
175.17828653748379,177,23,0,1
208.00212242077336,223,24,1,1
206.87571548386708,197,25,2,1
217.45566024161175,229,26,3,1
230.48318985565797,229,27,4,1
250.02178512509212,238,28,5,1
261.2898729471047,316,29,6,1
172.8433826816757,183,30,0,1
207.72046849779085,189,31,1,1
205.8884188951482,215,1,2,2
242.35926193460122,256,2,3,2
263.8682407717709,272,3,4,2
271.2434182567079,280,4,5,2
292.6431531691481,320,5,6,2
198.67002591765717,197,6,0,2
224.0468031763588,195,7,1,2
252.31173739950404,254,8,2,2
239.16915947194443,260,9,3,2
254.80239305361405,277,10,4,2
273.0168208302487,275,11,5,2
288.27941190353823,298,12,6,2
199.7403223085706,202,13,0,2
229.61576378341064,219,14,1,2
229.025406155691,240,15,2,2
247.83587458539054,238,16,3,2
261.952614419118,269,17,4,2
275.94595258957935,247,18,5,2
294.23529449100835,287,19,6,2
198.3617733586137,201,20,0,2
226.79368434655711,231,21,1,2
233.9141003042017,234,22,2,2
243.06792448642895,261,23,3,2
267.2597534339432,265,24,4,2
274.07915918152077,268,25,5,2
297.4303404585947,294,26,6,2
196.54870016216532,201,27,0,2
232.12147606252924,219,28,1,2
227.8292660163273,246,1,2,3
298.34352656635684,316,2,3,3
311.9290297496621,313,3,4,3
323.44560475736154,310,4,5,3
347.6076386263151,323,5,6,3
256.14458891465557,234,6,0,3
265.58716998617393,277,7,1,3
316.1122425840725,304,8,2,3
295.0239200870995,278,9,3,3
301.59973092745287,314,10,4,3
325.5939365261723,357,11,5,3
350.32922426141096,351,12,6,3
236.0823941044067,227,13,0,3
275.060040304393,292,14,1,3
282.62237823470724,300,15,2,3
285.21754696029467,287,16,3,3
318.66933796922905,314,17,4,3
329.66757914512647,351,18,5,3
351.28051887913836,341,19,6,3
233.97234294465974,231,20,0,3
274.8055518725444,260,21,1,3
276.21173988837046,262,22,2,3
301.15378656140757,285,23,3,3
310.8284507747297,335,24,4,3
332.48169044866455,344,25,5,3
353.4655073107709,336,26,6,3
237.0091977063124,266,27,0,3
275.50223709824724,252,28,1,3
284.2044094046135,285,29,2,3
290.22917867726875,283,30,3,3
314.4904056163062,329,31,4,3
332.6190971405734,415,1,5,4
403.7534017124702,391,2,6,4
296.9561099102278,279,3,0,4
311.9274593581934,319,4,1,4
318.06597271184665,325,5,2,4
342.26415524813575,319,6,3,4
357.69767008996797,393,7,4,4
430.8681934056361,395,8,5,4
406.3709237193246,423,9,6,4
268.1917505031009,276,10,0,4
318.11868664897275,300,11,1,4
321.1210301694949,299,12,2,4
340.36541987671745,326,13,3,4
368.15322568170023,367,14,4,4
387.9843288873811,388,15,5,4
405.64175391099644,418,16,6,4
274.5897714858432,283,17,0,4
324.97455303832186,295,18,1,4
326.95595483011795,342,19,2,4
343.96404696344626,338,20,3,4
370.64069241187764,357,21,4,4
390.6187310376693,368,22,5,4
407.10229984573317,430,23,6,4
286.43253544620467,259,24,0,4
323.21036855778885,293,25,1,4
328.2433001743187,291,26,2,4
349.3815007013757,356,27,3,4
368.46363208345366,376,28,4,4
389.7653549341042,387,29,5,4
415.5967742027272,435,30,6,4
269.0754190505971,283,1,0,5
346.0778388408501,343,2,1,5
354.33843638836635,332,3,2,5
369.76444229013515,378,4,3,5
395.92289472460044,408,5,4,5
410.3344347262312,420,6,5,5
440.72470749817086,429,7,6,5
324.57856979868603,318,8,0,5
346.10278883106304,346,9,1,5
341.2311393366684,365,10,2,5
374.229259275787,348,11,3,5
394.98301175697935,420,12,4,5
406.49651903561545,435,13,5,5
436.7275341366906,482,14,6,5
296.0565212061186,285,15,0,5
343.56036019600225,350,16,1,5
