Predicted Values,True Values,dayofmonth,dayofweek,month
554.3926757536881,475,1,6,1
362.3019123431348,337,2,0,1
416.12092431262664,385,3,1,1
424.7674208572187,384,4,2,1
459.6869587274321,430,5,3,1
480.0218539210089,448,6,4,1
514.7830895809509,509,7,5,1
509.8617534227722,536,8,6,1
363.948330334393,351,9,0,1
424.4463993581065,466,10,1,1
409.5247216373735,407,11,2,1
445.2949520051532,432,12,3,1
462.44381378777854,488,13,4,1
505.7634598976054,457,14,5,1
516.5723631940834,511,15,6,1
349.4296290222608,336,16,0,1
416.8999605309271,378,17,1,1
411.8489459287428,397,18,2,1
451.6714093489625,469,19,3,1
475.60116969515167,490,20,4,1
506.7105779033207,470,21,5,1
539.5584897110291,537,22,6,1
352.64143575635336,323,23,0,1
415.8622403834068,382,24,1,1
410.3318007076212,400,25,2,1
431.2603020975419,425,26,3,1
469.69789889175973,475,27,4,1
501.3629449950584,481,28,5,1
526.9647404160403,531,29,6,1
350.2826428050228,348,30,0,1
419.4421692220547,423,31,1,1
410.54686959740303,417,1,2,2
481.9608077900537,507,2,3,2
518.7013707673229,532,3,4,2
544.094408715149,534,4,5,2
587.4822978247009,588,5,6,2
405.96877123416,422,6,0,2
451.76179062296234,490,7,1,2
490.9803493833222,420,8,2,2
490.4666543062829,516,9,3,2
510.351741309283,514,10,4,2
552.5916286967747,574,11,5,2
579.2581997700088,613,12,6,2
395.22213194333546,401,13,0,2
454.3588854819589,488,14,1,2
446.82568270527355,445,15,2,2
501.2995273275354,469,16,3,2
527.8361479891516,545,17,4,2
564.2043387042411,596,18,5,2
576.6554702678748,607,19,6,2
397.0740385484003,380,20,0,2
461.7740759262868,457,21,1,2
452.9662434319087,440,22,2,2
488.22124164179496,511,23,3,2
531.8290980812214,507,24,4,2
561.8066233824991,575,25,5,2
590.0726157054357,639,26,6,2
393.65442525130294,406,27,0,2
470.51846082602225,463,28,1,2
455.9954461613723,578,1,2,3
569.9708511494152,589,2,3,3
612.8367298385181,686,3,4,3
650.9935536980681,688,4,5,3
678.86358738598,660,5,6,3
506.04240726773224,467,6,0,3
536.049711827194,541,7,1,3
621.9392402824067,560,8,2,3
601.2827553553559,582,9,3,3
624.4762221956678,621,10,4,3
654.9559076521598,676,11,5,3
711.3589122155734,708,12,6,3
473.1526245269977,469,13,0,3
544.0371773941495,575,14,1,3
565.7229305543058,534,15,2,3
571.663329231558,562,16,3,3
632.9114674450882,599,17,4,3
668.3666968699597,674,18,5,3
703.468227086594,716,19,6,3
470.3150027403661,456,20,0,3
555.3320780200936,554,21,1,3
540.2147866347857,506,22,2,3
597.444169778382,590,23,3,3
619.3256412418611,619,24,4,3
671.6379786664672,654,25,5,3
701.2357101533614,699,26,6,3
474.7803688943439,432,27,0,3
558.6664800047927,539,28,1,3
546.8632526416384,539,29,2,3
582.0462070694246,595,30,3,3
626.3318247422628,621,31,4,3
674.2459242530219,754,1,5,4
795.522741022525,828,2,6,4
574.6068085394852,537,3,0,4
637.1546682305686,667,4,1,4
