Predicted Values,True Values,dayofmonth,dayofweek,month
450.0464131909347,444,1,6,1
285.9563476827851,295,2,0,1
333.3475339843816,309,3,1,1
345.89792279553774,318,4,2,1
366.87772097838285,391,5,3,1
389.76820259195927,356,6,4,1
404.56724757542077,425,7,5,1
415.9554499530158,398,8,6,1
290.2341311800218,299,9,0,1
340.20884705734613,374,10,1,1
331.5301533381379,321,11,2,1
359.8313259988016,381,12,3,1
381.22582965464505,353,13,4,1
412.67641827025625,429,14,5,1
433.76585060944024,466,15,6,1
281.6118900676182,281,16,0,1
332.884891676057,340,17,1,1
334.6080795575789,317,18,2,1
364.01255285953346,334,19,3,1
387.4876784219331,373,20,4,1
403.92591372997674,402,21,5,1
434.6043116406462,442,22,6,1
291.50918813822034,287,23,0,1
339.5067989977932,349,24,1,1
339.881515374679,316,25,2,1
355.7284386961645,339,26,3,1
381.3539115342236,385,27,4,1
411.808473033171,411,28,5,1
428.74012627945456,466,29,6,1
284.4207549796364,284,30,0,1
340.434919237431,353,31,1,1
333.98810187475,404,1,2,2
382.23327686012897,400,2,3,2
416.8717891027144,414,3,4,2
434.7783886141068,457,4,5,2
475.77998713524255,471,5,6,2
325.3513376380241,328,6,0,2
365.5550783716998,369,7,1,2
402.3399188707507,378,8,2,2
393.6041455066687,405,9,3,2
420.6722807784489,453,10,4,2
448.87956554004165,480,11,5,2
474.7779573568067,478,12,6,2
320.70411531468096,341,13,0,2
362.5123712795711,367,14,1,2
369.6143849681056,398,15,2,2
401.46282299169513,428,16,3,2
426.7789459948352,441,17,4,2
457.62248994157824,447,18,5,2
476.7788559778518,472,19,6,2
319.0616025107837,320,20,0,2
374.49204208915296,401,21,1,2
370.42912541357043,367,22,2,2
396.42761915856215,414,23,3,2
434.4728499188012,397,24,4,2
459.1988601901493,465,25,5,2
485.04026092243555,477,26,6,2
324.33847921089443,317,27,0,2
372.1155436656362,366,28,1,2
371.05735756949696,454,1,2,3
460.6128198255709,475,2,3,3
504.3756588830537,480,3,4,3
517.4955571752897,542,4,5,3
556.507849999044,575,5,6,3
393.7395461483783,420,6,0,3
436.8512999678886,453,7,1,3
497.29419460361066,461,8,2,3
487.2984262186027,472,9,3,3
492.25727652133617,506,10,4,3
531.6595252224168,568,11,5,3
572.0973192437476,618,12,6,3
377.66390424155804,398,13,0,3
431.9719130967668,472,14,1,3
458.38001788434747,438,15,2,3
470.9216036249808,490,16,3,3
511.16267576561484,460,17,4,3
542.0798055187723,532,18,5,3
580.7869646216667,565,19,6,3
391.7653925822041,385,20,0,3
445.0421737835667,441,21,1,3
451.5688899823389,435,22,2,3
485.5749641920364,448,23,3,3
515.7183162628597,530,24,4,3
538.089316989567,544,25,5,3
579.5907307782135,577,26,6,3
383.58210220680746,363,27,0,3
458.983787730608,423,28,1,3
451.87242386424157,438,29,2,3
479.7965214329696,458,30,3,3
511.2854849549866,551,31,4,3
543.6693993055186,668,1,5,4
643.2617449902854,663,2,6,4
468.85019517344597,453,3,0,4
502.36336984791967,501,4,1,4
501.6451162503025,494,5,2,4
