Predicted Values,True Values,dayofmonth,dayofweek,month
667.8334186625889,611,1,6,1
402.9794877122534,419,2,0,1
502.2631155324772,545,3,1,1
503.75652647430553,489,4,2,1
542.9133066198954,516,5,3,1
573.1109255944062,569,6,4,1
611.8043563086103,585,7,5,1
621.942391286819,650,8,6,1
413.03834787536454,411,9,0,1
505.2796823917863,518,10,1,1
502.1879085533868,500,11,2,1
538.943184779734,521,12,3,1
566.0334291495337,520,13,4,1
622.8570236697456,609,14,5,1
631.4569714491878,626,15,6,1
406.8636886184646,443,16,0,1
506.9508542851844,502,17,1,1
494.8970269087231,483,18,2,1
541.1301740603514,507,19,3,1
566.3410936269566,546,20,4,1
605.6687000098489,604,21,5,1
640.3316386725276,682,22,6,1
409.8994265326094,408,23,0,1
503.7042383576671,472,24,1,1
506.2566802857441,517,25,2,1
528.9533229127178,511,26,3,1
568.3797728264434,539,27,4,1
612.6954268574967,580,28,5,1
627.0056208373811,655,29,6,1
412.61835933465596,424,30,0,1
508.50711631215745,530,31,1,1
495.47890820790474,557,1,2,2
577.5182703616429,566,2,3,2
623.3263908274483,627,3,4,2
656.8168123608821,671,4,5,2
700.0390230992753,697,5,6,2
461.4078418452188,498,6,0,2
541.1685186157403,550,7,1,2
576.5646777540699,554,8,2,2
576.142595190224,580,9,3,2
618.4967222574106,621,10,4,2
669.1484078712401,702,11,5,2
695.484900534064,666,12,6,2
466.2273221128211,467,13,0,2
544.3137973309936,516,14,1,2
545.4066972880034,574,15,2,2
594.4907604991313,585,16,3,2
626.34191534334,633,17,4,2
679.2787033987506,656,18,5,2
699.2152192397689,693,19,6,2
464.758561190345,471,20,0,2
555.3718290827854,534,21,1,2
551.0452143359215,569,22,2,2
585.5097772303681,568,23,3,2
633.899741205425,607,24,4,2
676.0748179189918,656,25,5,2
710.0865662542733,732,26,6,2
468.568163280258,457,27,0,2
557.8576217436462,526,28,1,2
542.7488137413108,645,1,2,3
683.3034152105031,680,2,3,3
737.591103665615,742,3,4,3
776.6206495760313,846,4,5,3
808.895452367345,864,5,6,3
578.1204890715464,566,6,0,3
643.1241707154501,713,7,1,3
700.7031135013316,642,8,2,3
701.9422675007106,702,9,3,3
727.6530307303541,731,10,4,3
777.2906289763368,810,11,5,3
831.4542897158171,872,12,6,3
561.9520559403518,578,13,0,3
636.6746133720355,672,14,1,3
670.2190410923174,650,15,2,3
685.8307963527623,707,16,3,3
755.0379055880824,711,17,4,3
795.2487321432322,781,18,5,3
847.9705958318707,845,19,6,3
565.9015194317161,585,20,0,3
656.2559454747432,681,21,1,3
651.7296938234018,635,22,2,3
