Predicted Values,True Values,dayofmonth,dayofweek,month
496.23378076004974,464,1,6,1
297.93277389161653,307,2,0,1
371.5129454892928,358,3,1,1
371.97012247880224,387,4,2,1
400.2815051323248,391,5,3,1
426.83927157552563,415,6,4,1
450.8668146680624,459,7,5,1
462.29754451711165,427,8,6,1
298.9037756163776,316,9,0,1
375.6204116930333,352,10,1,1
367.77431385629995,335,11,2,1
396.18003622266616,385,12,3,1
416.69065361235596,456,13,4,1
451.9480129878937,443,14,5,1
471.3318221470669,454,15,6,1
296.4828283042637,306,16,0,1
370.2101630378343,369,17,1,1
368.88294470342413,384,18,2,1
397.06496076722766,415,19,3,1
420.82496841683064,421,20,4,1
443.94971084957155,443,21,5,1
467.48514324304915,540,22,6,1
299.17289296976594,318,23,0,1
371.09645146102014,367,24,1,1
366.97171550475025,393,25,2,1
383.29487938957254,404,26,3,1
419.81289542398855,384,27,4,1
448.6759953059888,464,28,5,1
461.1875162274485,465,29,6,1
292.1996118282109,312,30,0,1
370.6290309401742,347,31,1,1
364.8606981747951,412,1,2,2
424.1297121369826,430,2,3,2
464.33997538616234,454,3,4,2
488.29608272124165,512,4,5,2
525.0054521099413,490,5,6,2
339.3837942440405,352,6,0,2
403.8314925654529,434,7,1,2
426.295283048683,430,8,2,2
430.02214264129015,390,9,3,2
459.94317636811576,476,10,4,2
491.2744734353253,493,11,5,2
518.8148273789835,552,12,6,2
348.91362919842067,377,13,0,2
401.45248462012097,404,14,1,2
401.9911983310271,421,15,2,2
432.50006766843177,425,16,3,2
464.64584795343393,490,17,4,2
502.12197211257643,473,18,5,2
516.4002659854667,549,19,6,2
335.0476686094199,330,20,0,2
406.73170072539415,433,21,1,2
406.1074227510643,387,22,2,2
427.5788822253914,420,23,3,2
468.37382843364355,473,24,4,2
492.7886010362657,493,25,5,2
524.848395476749,563,26,6,2
343.11865099207205,364,27,0,2
408.3395395018809,428,28,1,2
403.77182341170254,518,1,2,3
498.9180253534958,529,2,3,3
548.4346480054149,531,3,4,3
580.1530743005693,552,4,5,3
608.2551467615082,607,5,6,3
423.7732814902575,438,6,0,3
477.5648367033415,447,7,1,3
513.0308015755761,498,8,2,3
521.029685455332,529,9,3,3
536.3188544427362,502,10,4,3
579.1370468134522,617,11,5,3
623.4378120219268,661,12,6,3
425.32234879033916,414,13,0,3
480.1091095942105,509,14,1,3
495.629090138592,486,15,2,3
504.86519296122026,569,16,3,3
557.0844956394077,548,17,4,3
582.4304065581177,592,18,5,3
624.9987729103228,595,19,6,3
418.34898026318837,432,20,0,3
477.2057901633483,480,21,1,3
484.6429378831648,493,22,2,3
517.384710834001,516,23,3,3
544.8595328332046,549,24,4,3
584.7457225581417,597,25,5,3
625.9723620924786,697,26,6,3
422.2312531243945,425,27,0,3
491.2120696742874,484,28,1,3
486.59522995906786,543,29,2,3
510.1031451577775,536,30,3,3
553.7531895163313,534,31,4,3
589.7162466925419,698,1,5,4
695.449137543683,721,2,6,4
513.0841625735726,488,3,0,4
559.0388984628654,526,4,1,4
551.459837024072,513,5,2,4
577.7880657534122,576,6,3,4
624.4484829641987,660,7,4,4
727.4853444843196,660,8,5,4
738.279603601568,709,9,6,4
492.00134793925935,497,10,0,4
553.6966764777543,570,11,1,4
561.2882163627104,544,12,2,4
606.8560318046966,611,13,3,4
627.8057641253764,630,14,4,4
680.1942157840888,702,15,5,4
722.0517754982778,759,16,6,4
499.1407687657232,538,17,0,4
563.964243301041,601,18,1,4
559.500987490408,570,19,2,4
594.7610180422535,544,20,3,4
642.112997743224,639,21,4,4
684.1821631680638,671,22,5,4
722.3189521698308,713,23,6,4
509.3355048490579,494,24,0,4
555.574496887513,562,25,1,4
558.1155376268766,541,26,2,4
600.4268840249788,585,27,3,4
638.083566060865,649,28,4,4
690.0760391143192,657,29,5,4
732.2635771416263,776,30,6,4
501.77206293055036,511,1,0,5
592.5109208825725,613,2,1,5
607.7360766958936,591,3,2,5
636.9195737033714,680,4,3,5
689.4163746785947,713,5,4,5
725.0946157814366,742,6,5,5
775.7664765165458,773,7,6,5
567.1805154452383,530,8,0,5
607.2656803051867,564,9,1,5
597.8505364808261,577,10,2,5
639.3925647930336,662,11,3,5
690.4935608186306,678,12,4,5
726.8754950671763,779,13,5,5
772.1469194063922,741,14,6,5
537.6428733825716,483,15,0,5
602.9491126445304,578,16,1,5
607.8698413001212,596,17,2,5
643.4254035319302,661,18,3,5
688.3650971185939,719,19,4,5
733.5465413062092,679,20,5,5
782.4490875507219,764,21,6,5
548.2974130107151,511,22,0,5
606.134410651335,577,23,1,5
601.9923982328977,595,24,2,5
644.0558034874564,676,25,3,5
689.7466799225216,704,26,4,5
738.1476039191527,690,27,5,5
780.3829265511091,752,28,6,5
533.5964155262662,564,29,0,5
600.7307072458945,619,30,1,5
600.1592294415669,620,31,2,5
646.5341424568741,676,1,3,6
718.6241720700702,700,2,4,6
761.4735042124976,754,3,5,6
828.4380726777446,860,4,6,6
591.796869449583,493,5,0,6
625.9821537480683,668,6,1,6
644.3065399108468,674,7,2,6
700.0389656237728,674,8,3,6
739.2079185809605,695,9,4,6
774.0233129264077,804,10,5,6
822.1167026372715,791,11,6,6
583.089285647029,570,12,0,6
643.2293312798361,658,13,1,6
639.8279256066388,678,14,2,6
687.852987535666,678,15,3,6
721.956694378017,753,16,4,6
773.1505602309627,785,17,5,6
838.6595069160497,821,18,6,6
576.8256705326853,535,19,0,6
645.4494540229352,649,20,1,6
647.8689785821246,651,21,2,6
678.4552381174586,632,22,3,6
721.219980894516,703,23,4,6
777.5711149534537,761,24,5,6
821.1428310686105,851,25,6,6
582.928101850948,538,26,0,6
644.6474025365947,655,27,1,6
646.677614831182,677,28,2,6
677.8098933798774,686,29,3,6
735.6958764788852,720,30,4,6
775.5666847192642,807,1,5,7
874.7149949512063,852,2,6,7
639.2374947142699,579,3,0,7
676.3845645481824,688,4,1,7
678.6402289293401,699,5,2,7
